,AlertId,Date,Alert,Category,Priority,Company,Company_normalized,Region
305,306,2023-06-09 06:51,"Waukesha Cherry-Burrell positive displacement pumps are world-renowned for efficiency, productivity, and quality. ",Marketing Updates,Medium,Spx Flow,Spx Flow,
306,307,2023-06-09 07:54,"Tetra Pak teams up with stakeholders on the crucial work of transforming food systems to provide access to safe, affordable and nutritious food for a growing population. ",Sustainability,Medium,Tetra Pak,Tetra Pak,
307,308,2023-06-09 07:58,UFLEX posted a YouTube video: Growth Unleashed - UFlex Ltd.'s meteoric rise and promising prospects.,YouTube,Medium,Uflex Global,Uflex,
308,309,2023-06-09 08:14,SIG featured a new article: The paperboard plot - I  is hard to imagine a supermarket shelf without food and beverage cartons lining it. Let's examine the material that makes up these packages.,Company Blog,Medium,Sig,Sig,
309,310,2023-06-09 10:30,Asepto will be joining the 'Propak Asia 2023 Processing & Packaging Exhibition' which will be taking place from the 14th to 17th of June 2023. ,Events,Medium,Asepto,Asepto,
310,311,2023-06-12 03:16,Insight Article: How Lofbergs coffee switched to more sustainable packaging.,Sustainability,Medium,Amcor Global,Amcor,
311,312,2023-06-12 03:16,Amcor will be joining the 'Pack Expo 2023' taking place from 11th to the 13th of September 2023.,Events,Medium,Amcor Global,Amcor,
312,313,2023-06-12 04:22,Tetra Pak will be joining the 'IFClimate23' taking place on the 12th of June to explain how they are engaging partners and catalysing change towards net zero.,Events,Medium,Tetra Pak,Tetra Pak,
313,314,2023-06-12 04:36,Winzer Krems has renewed its collaboration with Krones and has opted for wraparound packaging. ,Company News,High,Krones,Krones,
314,315,2023-06-12 05:15,"To protect installations against excess pressure, SPX FLOW is offering the APV UF4/UFR4 relief valve. The valve is designed in such a way that if the adjusted response pressure is exceeded, the valve opens.",Marketing Updates,Medium,Spx Flow,Spx Flow,
315,316,2023-06-12 05:59,"Amcor Rigid Packaging recently attended 'Natural Products Expo West' and highlighted three main packaging trends from the event that include sustainability, brand expression, and co-packing relationships.",Marketing Updates,Medium,Amcor Global,Amcor,
316,317,2023-06-12 08:45,"New Post: 45 years of KIC Krones - Founded on 9th June 1978 with the guiding idea of 'Krones runs best with Krones', Krones has grown into becoming a full-service provider for your operating supplies.",LinkedIn Posts,Low,Krones,Krones,
317,318,2023-06-12 10:32,"UFLEX has signed an agreement with the local Government reiterating to collect of post-consumer plastic bottles, empty sachets, shopping bags, and other waste from 12 educational institutions in Altamira and to transport them to Flex Films' recycling facilities. ",Sustainability,High,Uflex Global,Uflex,
318,319,2023-06-12 12:03,SPX FLOW will be holding a webinar on 'Heat Transfer in Stirred Tanks'. The event will be taking place on 20th of June 2023.,Events,Medium,Spx Flow,Spx Flow,
319,320,2023-06-12 12:21,SIG featured an article: The paperboard plot - I  is hard to imagine a supermarket shelf without food and beverage cartons lining it. Let's examine the material that makes up these packages.,Company Blog,Medium,Sig,Sig,
320,321,2023-06-12 12:26,"Facebook Post: The construction of ProPak Asia 2023 is in full swing - Our hard-working craftsmen are already in Bangkok for you, preparing everything for the start of the fair on 14th June.",Facebook Posts,Medium,Krones,Krones,
321,322,2023-06-12 12:39,"Krones reported that its Contiform motto is 'larger and more' - The output per cavity, flexibility, efficiency or reliability are no challenge for it. ",Twitter Posts,Medium,Krones,Krones,
322,323,2023-06-13 01:17:31,Krones posted a YouTube video: Kosme - Expertise for the home and personal care sector.,YouTube,Medium,Krones,Krones,
323,324,2023-06-13 02:51:21,Amcor will be joining the 'Protein Pact 2023 summit' will be taking place on 5th to 6th of October 2023.,Events,Medium,Amcor Global,Amcor,
324,325,2023-06-13 03:00:09,The joint president of Uflex's new product development and flexible packaging shared that Uflex recycles mixed plastic waste at all its manufacturing locations and is open to sharing this technology with the industry.,Sustainability,Medium,Uflex Global,Uflex,
325,326,2023-06-13 03:10:36,TikTok Video: Teamwork makes the dream work.,TikTok,Low,Krones,Krones,
326,327,2023-06-13 04:13:06,"SPX FLOW posted a short video on 'Dairy Processing' highlighting its dairy's chronological history in the Middle East and Africa, and they have an innovation centre in Dubai serving this exact purpose. ",Marketing Updates,Medium,Spx Flow,Spx Flow,
327,328,2023-06-13 04:37:35,Amcor featured an infographic highlighting the top three fresh meat trends that are impacting retailers in 2023.,Marketing Intelligence,Medium,Amcor Global,Amcor,
328,329,2023-06-13 10:52:56,GEA provided details regarding the rotary milking parlour dairy rotor T8900 - I  is designed for efficient processes and top performance.,Marketing Updates,Medium,Gea Ireland,Gea,Ireland
329,330,2023-06-13 10:55:28,Tetra Pak discussed that enhanced packaging sustainability and food safety can be achieved if policymakers consider the role of aseptic technologies in the PPWR.,Sustainability,Medium,Tetra Pak,Tetra Pak,
330,331,2023-06-13 10:58:28,"UFlex recently hosted Pratishtha, its annual corporate rewards and recognition program that recognizes employees for their outstanding contributions. ",Marketing Updates,Medium,Uflex Global,Uflex,
331,332,2023-06-13 11:10:55,"YouTube Video: Power of Technology. when used wisely, it's the key to success.",YouTube,Medium,Mondi Group Global,Mondi,
332,333,2023-06-13 11:42:15,Bayme Vbm recently visited Krones headquarters in Neutraubling for an exchange on the joint project to promote women in management positions.,Twitter Posts,Medium,Krones,Krones,
333,334,2023-06-13 11:43:16,Asepto will be joining 'Propak Asia 2023' and exhibiting its aseptic liquid packaging. the event will be taking place from 14th to 17th of June 2023.,Events,Medium,Asepto,Asepto,
334,335,2023-06-13 12:31:06,"In a Linkedin post, Krones shared that Konplan s.r.o. took 3rd place in the 'Employer of the Year' award in the Pilsen region - Winning in the category for companies with more than 500 employees.",Awards,Medium,Krones Germany,Krones,Germany
335,336,2023-06-13 12:47:08,Amcor featured an article: How Lofbergs Coffee switched to more sustainable packaging.,Sustainability,Medium,Amcor Global,Amcor,
336,337,2023-06-14 01:17:02,"GEA discussed that its mixer/carbonator for non-alcoholic beverages gives great flexibility, allowing clients to generate high-quality products, and potentially achieve cost savings, as well as reduced CO2 losses.",Sustainability,Medium,Gea Beverage,Gea,
337,338,2023-06-14 03:04:52,"Amcor has announced the expansion of its AmFiber Performance Paper packaging range in Europe and has invested in manufacturing capacity to meet the growing demand for this kind of paper packaging. Moreover, The company has integrated a state-of-the-ar  production line in its Amcor Flexibles Alzira plant in Spain. ",Company News,High,Amcor Global,Amcor,
338,339,2023-06-14 03:48:49,SPX FLOW has appointed Greg Rogers as the new President of its industrial and marine pump business.,Thought Leadership,Medium,Spx Flow,Spx Flow,
339,340,2023-06-14 03:48:54,"SIG has announced the expansion of the so+ma Vantagens program and opened a new unit in Campo Largo, Parana. ",Company News,High,Sig,Sig,
340,341,2023-06-14 05:12:05,Amcor will be participating in the 'Pack Expo Las Vegas' taking place from 11th to 13th of September 2023.,Events,Medium,Amcor Global,Amcor,
341,342,2023-06-14 07:09:46,Tetra Pak has invested approximately EUR 30m in collection and recycling projects around the world last year which is just one of many actions to tackle the interconnected challenges our planet faces. ,Sustainability,Medium,Tetra Pak,Tetra Pak,
342,343,2023-06-14 07:46:04,Asepto will be joining the 'PROPAK Asia 2023' taking place on 15th of June 2023.,Events,Medium,Asepto,Asepto,
343,344,2023-06-14 07:55:04,The Krones Group has improved its CDP score by a full grade for 2022 and is now better than the industry average.,Sustainability,High,Krones,Krones,
344,345,2023-06-14 11:58:13,"GEA has inaugurated the new Food Application and Technology Center of Excellence (ATC) in Hildesheim, Germany, as a central hub for piloting processes and products for the alternative protein industry. ",Company News,High,Gea,Gea,
345,346,2023-06-14 11:59:04,GEA featured an article: How can you make modern pharmaceutical production successful and future-proof?,Company Blog,Medium,Gea Homogenizer,Gea,
346,347,2023-06-14 12:06:05,Tetra Pak will be joining the 'BevNET Live' taking place on 14th and 15th of June 2023. ,Events,Medium,Tetra Pak,Tetra Pak,
347,348,2023-06-14 12:09:34,UFLEX's group president shared insights on the global packaging market with 'The Economic Times - Markets'.  ,Thought Leadership,Medium,Uflex Global,Uflex,
348,349,2023-06-14 13:05:49,"Amcor has announced the expansion of its AmFiber Performance Paper packaging range to include heat seal sachets for dry culinary and beverage applications, such as instant coffee, drink powders, spices, seasonings, and dried soups.",New Products and Services,High,Amcor Global,Amcor,
349,350,2023-06-14 13:11:55,Amcor shared the podcast on 'Strengthening recycling systems for PET packaging circularity'.,Sustainability,Medium,Amcor Global,Amcor,
350,351,2023-06-15 03:38:29,Amcor featured an article: The pros and cons of single-sourcing healthcare packaging materials. ,Company Blog,Medium,Amcor Global,Amcor,
351,352,2023-06-15 06:12:02,"Linkedin Post: We celebrate Pride Month by shining colour on PRISM members and allies alike. PRISM, our employee resource group that serves as a collaborative and safe space for LGBTQIA+ solution makers, is educating our global teams through internal programming throughout this month.",LinkedIn Posts,Low,Spx Flow,Spx Flow,
352,353,2023-06-15 09:20:01,Asepto is participating in ProPak Asia and exhibiting its latest range of products and solutions for aseptic liquid packaging. ,Marketing Updates,Medium,Asepto,Asepto,
353,354,2023-06-15 09:21:02,Krones will be joining the 'FBIF Food and Beverage Innovation Forum' taking place from 14th to 16th of June 2023. ,Events,Medium,Krones,Krones,
354,355,2023-06-15 09:21:04,"Krones announced that its first ErgoBloc L rated at 100,000 bottles per hour is in operation at Niagara Bottling.",Company News,High,Krones,Krones,
355,356,2023-06-16 02:19:42,GEA is looking for a technical support engineer to join its existing team within farm technologies Ireland.,Careers,Low,Gea Ireland,Gea,Ireland
356,357,2023-06-16 02:23:26,"According to the latest Intergovernmental Panel on Climate Change (IPCC) report the the world is already 1.10C hotter than pre-industrial levels, and unfortunately, the global climate crisis continues to grow increasingly dire. ",Sustainability,Medium,Tetra Pak,Tetra Pak,
357,358,2023-06-16 02:31:13,Mondi and Syntegon have announced a partnership to develop new recyclable paper-based packaging for dry food products.,New Products and Services,High,Mondi Group Global,Mondi,
358,359,2023-06-16 03:03:59,SIG featured a blog: Brand building via smart dispensing - How is brand value impacted When dispensing is smart? Let's examine how smart beverage dispensing technology can help brands drive up brand equity.   ,Company Blog,Medium,Sig,Sig,
359,360,2023-06-16 03:04:19,Tetra Pak posted a short video: The life of a paper-based Tetra Pak carton. ,Sustainability,Medium,Tetra Pak,Tetra Pak,
360,361,2023-06-16 03:04:29,"Tetra Pak has published its new sustainability report - With the ambition to lead the sustainability transformation in the industry, they are focusing on five areas where they can contribute the most - food systems, circularity, climate, nature and social sustainability. ",Sustainability,High,Tetra Pak,Tetra Pak,
361,362,2023-06-16 03:04:47,GEA will be joining the 'VIP Event - 60 years of food processing' taking place on 21st and 22nd of June 2023.,Events,Medium,Gea,Gea,
362,363,2023-06-16 03:37:00,"With the Kuopio Mill expansion and upgrade project underway, Jukka Silvennoinen, R&D Manager of the mill, gives a sneak peek into the new generation of ProVantage Powerflute, and how they leverage technology to shape a better world, where safe shipping and reduced waste go hand in hand.",Sustainability,Medium,Mondi Group Global,Mondi,
363,364,2023-06-16 04:26:01,Krones announced that Bavaria is using its three different types of filling and packaging technologies. ,Company News,High,Krones Germany,Krones,Germany
364,365,2023-06-16 08:29:59,"Amcor reported that hundreds of millions of people rely on packaging made by them to keep their food, water, and medicines fresh and safe each and every day. Amcor stands for responsible packaging and recognizes its importance to protect consumers and goods.",Sustainability,Medium,Amcor Global,Amcor,
365,366,2023-06-16 08:34:00,GEA has won the 'Corporate Brand of the Year' award. ,Awards,High,Gea,Gea,
366,367,2023-06-16 09:38:07,"Mondi provided details regarding its regional chemistry competition in Ruzomberok. The grand finale took place at its Mondi SCP plant, where the top 5 teams from the region battled it out for some prizes.",Facebook Posts,Medium,Mondi Group Global,Mondi,
367,368,2023-06-16 09:43:39,"According to a report, The total lifecycle of a PET beverage container in the U.S. has less environmental impact than its glass bottle or aluminium can counterpart. ",Sustainability,Medium,Amcor Global,Amcor,
368,369,2023-06-19 02:39:02,"La Doria has recently expanded its filling capacity, investing in a third SIG Safe 12 Food Retort filling line for canned food products with high content of solid particulates in SIG carton packs. ",Company News,High,Sig,Sig,
369,370,2023-06-19 02:39:07,"Tetra Pak discussed that it is time to step up with deep, rapid and sustained greenhouse gas emissions reductions. And Tetra Pak has recorded a 39% of GHG emission reduction in its operations compared to 2019. ",Sustainability,Medium,Tetra Pak,Tetra Pak,
370,371,2023-06-19 02:39:18,GEA will be joining the conference 'Food Tech Master' taking place from 25th to 29th of September 2023.,Events,Medium,Gea,Gea,
371,372,2023-06-19 03:59:44,GEA added a YouTube video: Diameter of solids discharge in a decanter centrifuge.,YouTube,Medium,Gea,Gea,
372,373,2023-06-19 04:37:17,GEA posted a short video regarding the AgroGlow AFM which is a concentrated foaming alkaline vertical surface cleaner for use in high and low pressure systems. ,Marketing Updates,Medium,Gea Ireland,Gea,Ireland
373,374,2023-06-19 04:47:17,SPX FLOW shared an overview of its Bran and Luebbe pumps that help leading chemical processing companies increase efficiency and reduce downtime with improved product quality.,Marketing Updates,Medium,Spx Flow,Spx Flow,
374,375,2023-06-19 09:05:18,Amcor posted a podcast - S rengthening recycling systems for PET packaging circularity.,Podcasts,Medium,Amcor Global,Amcor,
375,376,2023-06-19 09:50:10,"Krones provided details regarding the fermentation for alternative proteins. Foods based on proteins produced by fermentation have long since ceased to appeal, except to a niche market. More and more consumers are attaching great importance to health, sustainability and animal welfare.",Marketing Updates,Medium,Krones,Krones,
376,377,2023-06-20 01:17:17,YouTube Video: Krones at ProPak Asia 2023.,YouTube,Medium,Krones,Krones,
377,378,2023-06-20 03:57:16,"GEA announced that the 'National Ploughing Championship' will be held on 19th, 20th and 21st September 2023.",Events,Medium,Gea Ireland,Gea,Ireland
378,379,2023-06-20 04:01:53,"On international box day, Mondi shared that boxes have been its silent companions throughout life's incredible journey. ",LinkedIn Posts,Medium,Mondi Group Global,Mondi,
379,380,2023-06-20 04:07:02,"Flex Films, UAE, has been recognized as an Economic Times Sustainable Organisation 2023 for its contribution toward sustainable development in the GCC region.",Awards,High,Uflex Global,Uflex,
380,381,2023-06-20 04:13:19,Today we celebrate Juneteenth with solution makers for what this holiday means to Black Americans and team members everywhere.,Twitter Posts,Low,Spx Flow,Spx Flow,
381,382,2023-06-20 04:27:52,"Client's success story: 'Amcor's continuous support throughout the process was unwavering. After a nine-month search, we found the perfect capsule for the bottles - ideal fit, luxurious finish, and flawless print result matching our entire range' confides Victor Verhoeff, Maison Saint Aix's Marketing Director'.",Marketing Updates,Medium,Amcor Global,Amcor,
382,383,2023-06-20 07:27:52,"Asepto states that they presented at PROPAK Asia in Thailand while setting the benchmark in Aseptic Liquid Packaging, and they proved once again why it's the top choice for packaging solutions in South-East Asia.",Marketing Updates,Medium,Asepto,Asepto,
383,384,2023-06-20 09:43:45,"In a recent post, Tetra Pak shared how food waste can be reduced.",Facebook Posts,Medium,Tetra Pak,Tetra Pak,
384,385,2023-06-20 09:51:52,"GEA featured a report 'The appeal of peel to reduce food waste'. GEA has been working with Dutch manufacturer PeelPioneers to find new uses for inedible, often-discarded foodstuffs. ",Marketing Updates,Medium,Gea,Gea,
385,386,2023-06-20 09:52:35,Amcor has published infographics for PP Revolution Recycle Ready Premade Arrays. ,Sustainability,Medium,Amcor Global,Amcor,
386,387,2023-06-20 09:56:58,"This weekend, Mondi participated in the Pride Parade in Vienna for the first time. As they are committed to creating an inclusive workplace for everyone. ",Facebook Posts,Low,Mondi Group Global,Mondi,
387,388,2023-06-20 10:26:52,GEA as a project partner of 'Gateshead Mine Water Scheme' is supplying 2 x 3 MW high-performance heat pumps for district heating in Gateshead.,Company News,High,Gea Finland,Gea,Finland
388,389,2023-06-20 10:44:52,"Krones Run in Hungary was organized for the second time this year, on 20th May. The main purpose of the event besides making sport and healthy lifestyle more popular among its colleagues is to become a well-known employer in the region.",LinkedIn Posts,Medium,Krones,Krones,
389,390,2023-06-21 00:52:58,GEA pasteurizers for non-alcoholic beverages are designed to effectively and efficiently eliminate harmful bacteria and pathogens that can be present in your beverages.,Marketing Updates,Medium,Gea Beverage,Gea,
390,391,2023-06-21 02:38:11,"SPX FLOW has launched the GS SmartLogicTM Process Control System, an updated automation system for fats and oils applications, like margarine and shortening manufacturing. The system helps processors increase uptime and improve energy efficiency through enhanced usability. ",New Products and Services,High,Spx Flow,Spx Flow,
391,392,2023-06-21 02:38:12,"GEA shared a report 'Saving water where beer comes to life'. One leading German brewery recently turned to GEA for help. In a recent upgrade project to equip the fermentation tanks with optimally adequate cleaners, GEA was able to achieve substantial water savings.",Marketing Updates,Medium,Gea,Gea,
392,393,2023-06-21 02:38:13,GEA announced that the 'IFT first Annual Event and Expo' is scheduled to take place from 16th to 19th of June 2023. ,Events,Medium,Gea,Gea,
393,394,2023-06-21 06:59:03,SPX FLOW posted a YouTube video: Heat Transfer in Stirred tanks Rewatch.,YouTube,Medium,Spx Flow,Spx Flow,
394,395,2023-06-21 10:17:51,The 4evergreen alliance has published Version 2 of the 'Circularity by Design Guideline for Fibre-Based Packaging'. The guideline reflects a lot of know-how from across the value chain. ,Marketing Updates,Medium,Mondi Group Global,Mondi,
395,396,2023-06-22 00:59:56,GEA is organising a 'Gea Trend Day 2023 - Inspiration for Brewers' which will be taking place on the 27th of September 2023.,Events,Medium,Gea Beverage,Gea,
396,397,2023-06-22 02:23:54,"GEA reported that PeelPioneers is upcycling orange peels with its technology to make components for food, cosmetics and cleaning products.",Sustainability,Medium,Gea,Gea,
397,398,2023-06-22 02:24:21,"Amcor featured a blog: The future of meat packaging - There are a range of packaging options out there, each with its own benefits and drawbacks. It's very important that brands strike the right balance between sustainability, freshness, and shelf-life in order to gain customer loyalty. ",Sustainability,Medium,Amcor Global,Amcor,
398,399,2023-06-22 02:43:27,"GEA shared that the SalvoHexSpray ready-to-use is supplied in 20L, 200L or 1000L packs and can be used pre or post. Moreover, the blue spray has 11% Emollients. ",Marketing Updates,Medium,Gea Ireland,Gea,Ireland
399,400,2023-06-22 02:55:30,GEA will be joining the trade fair 'CPHI Worldwide 2023' taking place from 24th to 26th of October 2023.,Events,Medium,Gea,Gea,
400,401,2023-06-22 02:55:46,"With a joint investment of around EUR 29 million by Tetra Pak and Stora Enso, a new recycling line for post-consumer beverage cartons is starting operations in Poland.",Sustainability,High,Tetra Pak,Tetra Pak,
401,402,2023-06-22 04:33:49,"SPX FLOW is promoting its High Cycle Hydraulic Torque Wrenches that play a critical role when large industrial fasteners are needed. These high-strength hydraulic tools offer great help to heavy-du y construction and maintenance workers, made with corrosion-resistant material to withstand the harshest of environments.",Marketing Updates,Medium,Spx Flow,Spx Flow,
402,403,2023-06-22 04:47:48,Mondi shared details regarding its third 'Teaming up 4 Forests Think Tank' meeting in Vienna where they shared preliminary results of its IUFRO-Mondi synthesis study on the future of forest goods and services in Europe and gathered in expert groups to discuss future scenarios.,Marketing Updates,Medium,Mondi Group Global,Mondi,
403,404,2023-06-22 04:53:50,Krones will be delivering its ninth line - A PET-AseptBloc L with peracetic acid sterilization and integrated blow molding machine to Kandhari Beverages India.,Company News,High,Krones Spain,Krones,Spain
404,405,2023-06-22 05:48:49,Krones posted a blog: The 'building site dad' with the inner child. ,Company Blog,Medium,Krones,Krones,
405,406,2023-06-22 07:28:56,"Tetra Pak beverage cartons are mainly paper-based, a renewable material coming from responsibly managed forests. Cartons are filled using aseptic technology, which helps protect the contents without needing preservatives or refrigeration.",Sustainability,Medium,Tetra Pak,Tetra Pak,
406,407,2023-06-22 10:35:48,"Krones reported that its showroom has won an award in the 'Live, Hybrid and Digital' event communication categories.",Awards,High,Krones,Krones,
407,408,2023-06-22 10:57:48,"Food waste can come in many forms - From the supply chain during sorting, from food that's beyond its 'best-before' date or simply from leftovers and even if all 'avoidable' food waste was eliminated entirely, there will still be a need to manage the 'unavoidable' food waste such as peel, bones and animal tissue. ",LinkedIn Posts,Medium,Gea Homogenizer,Gea,
408,409,2023-06-23 01:00:06,GEA featured a short video of its wine decanter performing in Italy. It handles juicing and clarification tasks across the entire winemaking season with just one highly productive machine.,Marketing Updates,Medium,Gea Beverage,Gea,
409,410,2023-06-23 01:15:39,GEA posted a YouTube video: Cell harvesting with the GEA pathfinder centrifuge at CMO Biovian. ,YouTube,Medium,Gea,Gea,
410,411,2023-06-23 02:28:06,"Mondi group reported that its Austrian locations have secured the 'equalitA' seal of quality, solidifying its commitment to fostering gender equality and propelling the advancement of women in the workforce. ",Marketing Updates,Medium,Mondi Group Global,Mondi,
411,412,2023-06-23 02:28:28,Mondi in partnership with Baumit has launched 'SolmixBag' which is a paper packaging solution that dissolves in water to eliminate waste.,New Products and Services,High,Mondi Group Global,Mondi,
412,413,2023-06-23 02:46:06,"Tetra Pak discussed that aseptic technologies play an essential role - and support a resilient, sustainable food system by preserving and protecting the product inside.",Sustainability,Medium,Tetra Pak,Tetra Pak,
413,414,2023-06-23 02:51:46,"SIG featured a new article: Navigating traceability - Traceability is a key aspect of food and beverage manufacturing today. Consumers want to know everything about what they are consuming, and farm-to-fork is the new norm. ",Company Blog,Medium,Sig,Sig,
414,415,2023-06-23 02:58:39,"Tetra Pak beverage cartons are mainly paper-based, a renewable material coming from responsibly managed forests. ",Sustainability,Medium,Tetra Pak,Tetra Pak,
415,416,2023-06-23 02:58:54,Krones is promoting its Linadry which dries up to 72.000 containers per hour. ,Marketing Updates,Medium,Krones,Krones,
416,417,2023-06-23 05:31:47,Amcor HealthCare AmSky blister system is a multi-award winning recycle-ready blister packaging solution for pharmaceutical and nutraceutical products.,Sustainability,Medium,Amcor Global,Amcor,
417,418,2023-06-23 07:24:57,"Amcor shared a PET life cycle assessment report for 2023. It provides fact-based, science-driven evidence that concludes when compared to glass and aluminium, PET plastic delivers significant environmental savings across several key environmental categories.",Marketing Updates,Medium,Amcor Global,Amcor,
418,419,2023-06-23 10:40:46,SPX FLOW is offering free mixer health assessment to proactively plan mixing equipment maintenance by identifying problems before they happen as unplanned downtime can be 3-7x more costly than planned downtime. ,Marketing Updates,Medium,Spx Flow,Spx Flow,
419,420,2023-06-23 11:00:07,"GEA has introduced a new ProManure E2950 manure enricher which enables local production of fertiliser using only livestock slurry, air and electricity dramatically reducing harmful emissions and improving yield at the same time.",New Products and Services,High,Gea Ireland,Gea,Ireland
420,421,2023-06-26 01:16:54,Krones added a YouTube video: Disassemble the Evoguard aseptic double seat valve MA. ,YouTube,Medium,Krones,Krones,
421,422,2023-06-26 02:41:20,YouTube Video: GEA Dairy Farming - GEA DairyFeed F4500 animation.,YouTube,Medium,Gea Ireland,Gea,Ireland
422,423,2023-06-26 02:41:39,"On International Women in Engineering Day, GEA shared that it is our innovative and passionate employees who make GEA a great place to work. ",Facebook Posts,Low,Gea,Gea,
423,424,2023-06-26 02:59:53,Lamipak has extended its support to Turkey's earthquake victims. ,Company News,Medium,Lamipak,Lamipak,
424,425,2023-06-26 02:59:58,"Tetra Pak reported that from waste to resource, used carton packages are being recycled where adequate collection, sorting and recycling infrastructures are in place, at scale.",Sustainability,Medium,Tetra Pak,Tetra Pak,
425,426,2023-06-26 03:00:08,YouTube Video: Let's Paper the World 2023. ,YouTube,Medium,Mondi Group Global,Mondi,
426,427,2023-06-26 03:39:43,"Krones highlighted that in addition to two brewhouses, the company Estrella Galicia is also equipped with some of its machines, including Modulfill.",Marketing Updates,Medium,Krones,Krones,
427,428,2023-06-26 03:41:41,"Tetra Pak states that innovation brings its expert support closer to remote support. This ensures that in the event of unscheduled downtime, its global team of engineers work with customers to get business back up and running faster than ever before.",LinkedIn Posts,Medium,Tetra Pak,Tetra Pak,
428,429,2023-06-26 04:38:39,"On International Women in Engineering Day, SPX FLOW is appreciating solution makers for improving the world through innovative and sustainable solutions, each and every day.",LinkedIn Posts,Low,Spx Flow,Spx Flow,
429,430,2023-06-26 04:53:40,"On International Women in Engineering Day, Mondi shared that from sustainable packaging solutions to cutting-edge manufacturing processes, women engineers at Mondi are driving innovation and making a real difference in their fields.",LinkedIn Posts,Low,Mondi Group Global,Mondi,
430,431,2023-06-26 07:06:11,Mondi has introduced Slim-Fi  Packaging to revolutionize sustainability and efficiency.,New Products and Services,High,Mondi Group Global,Mondi,
431,432,2023-06-26 09:10:41,Asepto will be joining the 'Sao Paulo Expo Exhibition and Convention Centre and presenting its Aseptic Liquid Packaging Solutions'. The event will be taking place from 27th to 30th of June 2023. ,Events,Medium,Asepto,Asepto,
432,433,2023-06-26 09:12:40,Krones varioline's flexible system processes more than 20 packaging combinations in one machine and therefore it meets the demands of the beverage and food producers with regard to a versatile and individual production.,Marketing Updates,Medium,Krones,Krones,
433,434,2023-06-26 11:23:08,"On the occasion of its 170th anniversary, SIG shared that they have lots to celebrate and they are also excited about the future where together with their customers they will strive to deliver the most sustainable, innovative, and versatile packaging solutions in carton, bag-in-box and spouted pouch.",LinkedIn Posts,Low,Sig,Sig,
434,435,2023-06-27 01:15:35,GEA added a YouTube video: New Zealand Testimonial Craig Hickman - GEA iSPRAY4 On-Platform Teat Sprayer.,YouTube,Medium,Gea,Gea,
435,436,2023-06-27 02:41:46,GEA discussed that every part of its DairyRobot R9500 has been thought out down to the smallest detail. ,Twitter Posts,Medium,Gea Ireland,Gea,Ireland
436,437,2023-06-27 02:51:02,"Flex Films, the global packaging film manufacturing has operations across the globe including Egypt, USA, the UAE, India, Hungary, Nigeria, Poland, and Mexico.",Marketing Updates,Medium,Uflex Global,Uflex,
437,438,2023-06-27 02:59:13,Amcor will be joining the 'Protein Pact 2023 Summit' taking place on 5th and 6th of October 2023. ,Events,Medium,Amcor Global,Amcor,
438,439,2023-06-27 03:34:38,Krones sustainability programme 'Enviro' is celebrating its 15th anniversary. ,Marketing Updates,Medium,Krones,Krones,
439,440,2023-06-27 03:39:13,"SIG featured a blog: SIG celebrates 170 years of striving for better - In June, the Swiss packaging solution provider SIG marked another milestone in its long history - 170 years of operation. ",Company Blog,Medium,Sig,Sig,
440,441,2023-06-27 03:43:39,"Tetra Pak states that warming to above 1.50C pre-industrial levels deep, rapid requires and sustained GHG emissions reductions in all sectors.",Sustainability,Medium,Tetra Pak,Tetra Pak,
441,442,2023-06-27 04:40:39,SPX FLOW reported that when a customer places an order they can just assemble the valve and ship it out the same day. On-time delivery for the program since its inception has been 93-plus percent for every single valve.,Marketing Updates,Medium,Spx Flow,Spx Flow,
442,443,2023-06-27 07:28:56,"Mondi Group sponsored a project 'Building an impressive monumental structure which was made from corrugated boxes. Hundreds of volunteers in Zamek Zdar (Czech Republic), including Mondi employees, were creating this masterpiece under the instructions of French artist Olivier Grossetete. ",Company News,Medium,Mondi Group Global,Mondi,
443,444,2023-06-27 09:15:38,Krones Capping Technology help to ensure that the caps on beverage containers of PET no longer get lost so easily and end up as waste in the environment. ,Marketing Updates,Medium,Krones,Krones,
444,445,2023-06-28 01:15:37,GEA shared a YouTube video: GEA Multi-Purpose Wine Decanter.,YouTube,Medium,Gea,Gea,
445,446,2023-06-28 03:21:28,TikTok Video: Have you heard of our Krones Innovation Lab? No? Then it's definitely time.,TikTok,Medium,Krones,Krones,
446,447,2023-06-28 03:45:42,Krones featured its 'Cap Asept D' that offers safe sterilisation of sports caps and flat caps. as Safe sterilisation takes place with less consumption of H2O2 and energy.,Instagram Posts,Medium,Krones,Krones,
447,448,2023-06-28 04:26:05,"Linkedin Post: Eid Adha Mubarak to all. May it be a joyful celebration filled with peace, unity, and blessings.",LinkedIn Posts,Low,Sig,Sig,
448,449,2023-06-28 04:55:37,Mondi is investing over EUR 16 million at its Krapkowice plant in Poland to increase production of its MailerBAG range.,Company News,High,Mondi Group Global,Mondi,
449,450,2023-06-28 05:37:36,"Amcor is ambitious to use more sustainable biomaterials every year. By carefully managing the environmental and social impacts of the materials they purchase. Moreover, they are able to embed sustainability into the value chain, from the very beginning of the design process and purchasing decisions.",Sustainability,Medium,Amcor Global,Amcor,
450,451,2023-06-28 08:12:14,GEA has launched a new TUV-approved eco-label - 'AddBetter' to provide its customers with hard efficiency data on each Add Better solution to help them meet their environmental goals.,Sustainability,High,Gea,Gea,
